can_id,can_nam,spe_id,spe_nam,ele_typ,can_off_sta,can_off_dis,can_off,can_par_aff,exp_amo,exp_dat,agg_amo,sup_opp,pur,pay,file_num,amn_ind,tra_id,ima_num,rec_dat,prev_file_num,dissem_dt
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$107,333.00",11/30/2015,"$223,599.66",Support,TELEVISION AND DIGITAL ADVERTISEMENTS,SAVANNA COMMUNICATIONS LLC,1034881,N,SE24.1070,201512079004149995,12/07/2015, ,11/30/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,NH,00,P, ,"$32,333.00",11/30/2015,"$52,299.67",Support,DIGITAL ADVERTISEMENTS,SAVANNA COMMUNICATIONS LLC,1034881,N,SE24.1071,201512079004149995,12/07/2015, ,11/30/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,00,P, ,"$32,334.00",11/30/2015,"$32,334.00",Support,DIGITAL ADVERTISEMENTS,SAVANNA COMMUNICATIONS LLC,1034881,N,SE24.1072,201512079004149996,12/07/2015, ,11/30/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$25,500.00",03/16/2015,"$89,500.00",Support,DIRECT MAIL - POSTAGE,ZIP MAILING SERVICES INC.,1034546,N,SE24.77,201512019004121830,12/01/2015, ,03/16/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$64,000.00",03/16/2015,"$64,000.00",Support,DIRECT MAIL - POSTAGE,DIRECTMAIL.COM,1034546,N,SE24.167,201512019004121830,12/01/2015, ,03/16/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,014.00",03/23/2015,"$91,514.00",Support,DIRECT MAIL - POSTAGE,CAMPAIGN FUNDING DIRECT INC.,1034548,N,SE24.372,201512019004121836,12/01/2015, ,03/23/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$32,700.00",03/23/2015,"$124,214.00",Support,DIRECT MAIL - POSTAGE,MDI IMAGING & MAIL,1034548,N,SE24.398,201512019004121836,12/01/2015, ,03/23/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,013.69",03/30/2015,"$127,227.69",Support,DIRECT MAIL - PRINTING,COLORTREE GROUP INC.,1034549,N,SE24.202,201512019004121838,12/01/2015, ,03/30/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,400.00",03/30/2015,"$141,607.69",Support,DIRECT MAIL - POSTAGE,ZIP MAILING SERVICES INC.,1034549,N,SE24.79,201512019004121840,12/01/2015, ,03/30/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$5,000.00",03/30/2015,"$138,207.69",Support,DIRECT MAIL - POSTAGE,SISK FULFILLMENT SERVICES,1034549,N,SE24.429,201512019004121840,12/01/2015, ,03/30/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$5,980.00",03/30/2015,"$133,207.69",Support,DIRECT MAIL - POSTAGE,MDI IMAGING & MAIL,1034549,N,SE24.392,201512019004121838,12/01/2015, ,03/30/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$3,909.16",04/06/2015,"$3,909.16",Support,RACEWAY SIGN,FASTSIGNS,1035082,N,SE24.451,201512089004154393,12/08/2015, ,04/06/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,591.16",04/06/2015,"$143,198.85",Support,DIRECT MAIL - GRAPHICS,CAMPAIGN FUNDING DIRECT INC.,1035082,N,SE24.351,201512089004154393,12/08/2015, ,04/06/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,331.00",04/06/2015,"$146,529.85",Support,DIRECT MAIL - POSTAGE,MDI IMAGING & MAIL,1035082,N,SE24.401,201512089004154395,12/08/2015, ,04/06/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,370.24",04/13/2015,"$209,620.09",Support,FULFILLMENT ITEMS - BOOKMARKS,ALLEGRA,1035085,N,SE24.67,201512089004154409,12/08/2015, ,04/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$4,353.99",04/13/2015,"$229,337.15",Support,LIST RENTAL EXPENSE,OMEGA LIST COMPANY,1035085,N,SE24.261,201512089004154411,12/08/2015, ,04/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$4,451.29",04/13/2015,"$224,983.16",Support,DIRECT MAIL - LIST MAINTENANCE,ECG DATA CENTER,1035085,N,SE24.106,201512089004154411,12/08/2015, ,04/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$10,911.78",04/13/2015,"$220,531.87",Support,DIRECT MAIL - PRINTING,COLORTREE GROUP INC.,1035085,N,SE24.198,201512089004154409,12/08/2015, ,04/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$61,720.00",04/13/2015,"$208,249.85",Support,DIRECT MAIL - POSTAGE,RST MARKETING,1035085,N,SE24.230,201512089004154413,12/08/2015, ,04/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$493.65",04/20/2015,"$229,830.15",Support,LIST RENTAL EXPENSES,OMEGA LIST COMPANY,1035086,N,SE24.262,201512089004154417,12/08/2015, ,04/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$5,503.35",04/20/2015,"$312,653.13",Support,DIRECT MAIL - PRINTING,DIRECTMAIL.COM,1035086,N,SE24.171,201512089004154415,12/08/2015, ,04/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$6,110.88",04/20/2015,"$318,764.01",Support,DIRECT MAIL - LIST MAINTENANCE,ECG DATA CENTER,1035086,N,SE24.104,201512089004154417,12/08/2015, ,04/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$11,570.68",04/20/2015,"$330,334.69",Support,LIST RENTAL EXPENSE; ONLINE ADVERTISING,OMEGA LIST COMPANY,1035086,N,SE24.263,201512089004154419,12/08/2015, ,04/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$17,819.63",04/20/2015,"$307,149.78",Support,AGENCY FEES - CONSULTING,CAMPAIGN FUNDING DIRECT INC.,1035086,N,SE24.350,201512089004154415,12/08/2015, ,04/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$59,500.00",04/20/2015,"$289,330.15",Support,DIRECT MAIL - POSTAGE,RST MARKETING,1035086,N,SE24.226,201512089004154419,12/08/2015, ,04/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$20,300.00",04/27/2015,"$24,209.16",Support,BILLBOARDS,CLEAR CHANNEL OUTDOOR,1035087,N,SE24.1028,201512089004154421,12/08/2015, ,05/07/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$5,180.88",04/27/2015,"$335,515.57",Support,DIRECT MAIL - PRINTING,COLORTREE GROUP INC.,1035087,N,SE24.197,201512089004154421,12/08/2015, ,04/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$5,346.81",04/27/2015,"$346,482.50",Support,DIRECT MAIL - PRINTING,MDI IMAGING & MAIL,1035087,N,SE24.400,201512089004154423,12/08/2015, ,04/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$5,620.12",04/27/2015,"$341,135.69",Support,DIRECT MAIL - PRINTING,CP DIRECT,1035087,N,SE24.31,201512089004154423,12/08/2015, ,04/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,286.74",11/19/2015,"$408,218.80",Support,PRINTING,HARPER COLLINS PUBLISHERS,1034035,N,SE24.1062,201511209003817503,11/20/2015, ,11/19/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,528.00",11/19/2015,"$378,784.40",Support,STICKERS AND SHIRTS,VAN'S ADVERTISING ITEMS SIGNS & PRINTING,1034035,N,SE24.1060,201511209003817505,11/20/2015, ,11/19/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$27,147.66",11/19/2015,"$405,932.06",Support,SHIRTS,DIRECT ANSWER,1034035,N,SE24.1061,201511209003817503,11/20/2015, ,11/19/2015
 ,"Carson, Ben",C00569905,The 2016 Committee,P, ,00,P, ,"$1,922.27",11/09/2015,"$71,571.27",Support,Direct Mail - Postage,International Data Management Inc.,1032287,N,WFT2015109178-1,201511119003303694,11/11/2015, ,11/09/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$22,500.00",11/25/2015,"$116,266.66",Support,DIGITAL ADVERTISEMENTS,SAVANNA COMMUNICATIONS LLC,1034880,N,SE24.1065,201512079004149990,12/07/2015, ,11/25/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,NH,00,P, ,"$12,500.00",11/25/2015,"$19,966.67",Support,DIGITAL ADVERTISEMENTS,SAVANNA COMMUNICATIONS LLC,1034880,N,SE24.1066,201512079004149992,12/07/2015, ,11/25/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$4,800.00",01/14/2016,"$413,622.82",Support,BILLBOARD,MEDIA USA,1039939,N,SE24.1237,201601159004504154,01/15/2016, ,01/14/2016
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$6,500.00",01/14/2016,"$413,622.82",Support,TELEVISION ADVERTISING,SAVANNA COMMUNICATIONS LLC,1039939,N,SE24.1238,201601159004504154,01/15/2016, ,01/14/2016
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,284.00",06/25/2015,"$1,000,156.67",Support,VIDEO PRODUCTION,THE APPLEBOX GROUP LLC,1038355,N,SE24.174,201601079004439882,01/07/2016, ,06/25/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,600.00",06/25/2015,"$998,872.67",Support,T-SHIRTS AND STICKERS,A1 VAN AD ITEMS,1038355,N,SE24.222,201601079004439882,01/07/2016, ,06/25/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$15,000.00",07/01/2015,"$84,005.85",Support,BILLBOARDS,CLEAR CHANNEL OUTDOOR,1038356,N,SE24.1179,201601079004439884,01/07/2016, ,07/01/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$10,588.70",07/01/2015,"$1,091,295.37",Support,SIGNAGE,PLAZA PRINTERS,1038356,N,SE24.1180,201601079004439884,01/07/2016, ,07/01/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,500.00",07/02/2015,"$1,093,795.37",Support,AUDIO BOOKS,DIRECT ANSWER,1038359,N,SE24.1181,201601079004439898,01/07/2016, ,07/02/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$21,351.26",07/02/2015,"$1,115,146.63",Support,CLOTHING AND MAGNETS,DIRECT ANSWER,1038359,N,SE24.1182,201601079004439898,01/07/2016, ,07/02/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$734.00",07/07/2015,"$1,145,438.27",Support,FULFILLMENT ITEMS - DVDS,VIDEOFILES INC.,1038360,N,SE24.1186,201601079004439902,01/07/2016, ,07/07/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,650.00",07/07/2015,"$1,116,796.63",Support,FULFILLMENT ITEMS - CLOTHING,A1 VAN AD ITEMS,1038360,N,SE24.1183,201601079004439900,01/07/2016, ,07/07/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$9,470.00",07/07/2015,"$1,126,266.63",Support,FULFILLMENT ITEMS - SUPPORTER CARDS,BIEBER COMMUNICATIONS,1038360,N,SE24.1184,201601079004439900,01/07/2016, ,07/07/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$18,437.64",07/07/2015,"$1,144,704.27",Support,FULFILLMENT ITEMS - CLOTHING,PLAZA PRINTERS,1038360,N,SE24.1185,201601079004439902,01/07/2016, ,07/07/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$104.02",07/13/2015,"$1,217,328.54",Support,DIRECT MAIL - PRINTING,ALLEGRA,1038361,N,SE24.68,201601079004439904,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$264.79",07/13/2015,"$1,289,457.86",Support,DIRECT MAIL - PRINTING,MDI IMAGING & MAIL,1038361,N,SE24.395,201601079004439912,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,206.06",07/13/2015,"$1,289,193.07",Support,DIRECT MAIL - PRINTING,INTERNATIONAL DATA MANAGEMENT INC.,1038361,N,SE24.253,201601079004439910,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,400.00",07/13/2015,"$1,321,853.22",Support,FULFILLMENT ITEMS,SUMMIT FINANCIAL RESOURCES LP,1038361,N,SE24.436,201601079004439914,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,447.48",07/13/2015,"$1,476,291.75",Support,DIRECT MAIL - PRINTING,ZIP MAILING SERVICES INC.,1038361,N,SE24.71,201601079004439918,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,000.00",07/13/2015,"$1,189,630.23",Support,DIRECT MAIL - POSTAGE,WESTLAND PRINTERS,1038361,N,SE24.25,201601079004439916,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$6,470.49",07/13/2015,"$1,287,987.01",Support,DIRECT MAIL - LIST MAINTENANCE,ECG DATA CENTER,1038361,N,SE24.101,201601079004439910,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$14,191.96",07/13/2015,"$1,159,630.23",Support,FULFILLMENT ITEMS - YARD SIGNS,DIRECT ANSWER,1038361,N,SE24.1187,201601079004439908,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$15,620.25",07/13/2015,"$1,260,160.79",Support,DIRECT MAIL - PRINTING,CP DIRECT,1038361,N,SE24.33,201601079004439906,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$21,355.73",07/13/2015,"$1,281,516.52",Support,DIRECT MAIL - PRINTING,DIRECTMAIL.COM,1038361,N,SE24.169,201601079004439908,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$27,000.00",07/13/2015,"$1,186,630.23",Support,DIRECT MAIL - POSTAGE,MDI IMAGING & MAIL,1038361,N,SE24.396,201601079004439912,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$27,212.00",07/13/2015,"$1,244,540.54",Support,AGENCY FEES - CONSULTING,CAMPAIGN FUNDING DIRECT INC.,1038361,N,SE24.374,201601079004439906,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$27,594.29",07/13/2015,"$1,217,224.52",Support,DIRECT MAIL - PRINTING,ADVANCED RESPONSE SYSTEMS,1038361,N,SE24.317,201601079004439904,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$30,995.36",07/13/2015,"$1,320,453.22",Support,ONLINE ADVERTISING,OMEGA LIST COMPANY,1038361,N,SE24.277,201601079004439914,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$152,991.05",07/13/2015,"$1,474,844.27",Support,FULFILLMENT ITEMS,WESTLAND PRINTERS,1038361,N,SE24.22,201601079004439916,01/07/2016, ,07/13/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,00,P, ,"$2,749.38",07/14/2015,"$31,639.73",Support,SIGNAGE,"HORNE, CHRISTINA",1038364,N,SE24.1188,201601079004439935,01/07/2016, ,07/14/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$650.00",07/17/2015,"$95,638.46",Support,DIRECT MAIL - POSTAGE,BIEBER COMMUNICATIONS,1038372,N,SE24.1193,201601079004440637,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$3,164.00",07/17/2015,"$94,926.42",Support,DIRECT MAIL - PRINTING,BIEBER COMMUNICATIONS,1038372,N,SE24.1189,201601079004440634,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,NH,00,P, ,"$400.00",07/17/2015,"$31,466.60",Support,DIRECT MAIL - POSTAGE,BIEBER COMMUNICATIONS,1038372,N,SE24.1196,201601079004440639,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,NH,00,P, ,"$2,100.00",07/17/2015,"$31,052.39",Support,DIRECT MAIL - PRINTING,BIEBER COMMUNICATIONS,1038372,N,SE24.1192,201601079004440636,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,00,P, ,"$400.00",07/17/2015,"$34,215.98",Support,DIRECT MAIL - POSTAGE,BIEBER COMMUNICATIONS,1038372,N,SE24.1195,201601079004440639,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,SC,00,P, ,"$2,100.00",07/17/2015,"$34,215.98",Support,DIRECT MAIL - PRINTING,BIEBER COMMUNICATIONS,1038372,N,SE24.1191,201601079004440636,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$725.00",07/17/2015,"$1,480,180.75",Support,DIRECT MAIL - POSTAGE,BIEBER COMMUNICATIONS,1038372,N,SE24.1194,201601079004440637,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,164.00",07/17/2015,"$1,479,455.75",Support,DIRECT MAIL - PRINTING,BIEBER COMMUNICATIONS,1038372,N,SE24.1190,201601079004440634,01/07/2016, ,07/17/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,523.27",07/20/2015,"$1,495,704.02",Support,DIRECT MAIL - FULFILLMENT ITEMS AND GRAPHICS,CAMPAIGN FUNDING DIRECT INC.,1038374,N,SE24.353,201601079004440805,01/07/2016, ,07/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,000.00",07/20/2015,"$1,493,180.75",Support,DIRECT MAIL - POSTAGE,WESTLAND PRINTERS,1038374,N,SE24.23,201601079004440805,01/07/2016, ,07/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$10,000.00",07/20/2015,"$1,490,180.75",Support,DIRECT MAIL - POSTAGE,ZIP MAILING SERVICES INC.,1038374,N,SE24.78,201601079004440807,01/07/2016, ,07/20/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$315.37",07/21/2015,"$1,499,382.40",Support,BROCHURES,TOWN & COUNTRY PRINTING,1038375,N,SE24.1201,201601079004440813,01/07/2016, ,07/21/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$569.40",07/21/2015,"$1,499,067.03",Support,BROCHURES,SVG PRINT,1038375,N,SE24.1200,201601079004440811,01/07/2016, ,07/21/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$649.84",07/21/2015,"$1,497,046.27",Support,SIGNAGE,AOTA GRAPHICS LLC,1038375,N,SE24.1198,201601079004440809,01/07/2016, ,07/21/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$692.41",07/21/2015,"$1,496,396.43",Support,SIGNAGE,AOTA GRAPHICS LLC,1038375,N,SE24.1197,201601079004440809,01/07/2016, ,07/21/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,451.36",07/21/2015,"$1,498,497.63",Support,CARDBOARD CUT-OUTS,HOLLYWOOD MEGA INC.,1038375,N,SE24.1199,201601079004440811,01/07/2016, ,07/21/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$12,506.50",07/22/2015,"$1,511,888.90",Support,FULFILLMENT ITEMS - CLOTHING,DIRECT ANSWER,1038377,N,SE24.1202,201601079004440821,01/07/2016, ,07/22/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$374.94",07/27/2015,"$1,544,798.62",Support,FULFILLMENT ITEMS - NOTE PADS,DIRECT ANSWER,1038378,N,SE24.1204,201601079004440825,01/07/2016, ,07/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,422.81",07/27/2015,"$1,555,025.85",Support,DIRECT MAIL - POSTAGE,SISK FULFILLMENT SERVICES,1038378,N,SE24.430,201601079004440827,01/07/2016, ,07/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,173.19",07/27/2015,"$1,547,971.81",Support,FULFILLMENT ITEMS - BUMPER STICKERS,DIRECT ANSWER,1038378,N,SE24.1205,201601079004440825,01/07/2016, ,07/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$4,534.78",07/27/2015,"$1,544,423.68",Support,FULFILLMENT ITEMS - DECALS,ADZIG,1038378,N,SE24.1203,201601079004440823,01/07/2016, ,07/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$4,631.23",07/27/2015,"$1,552,603.04",Support,FULFILLMENT ITEMS - CAR MAGNETS,DIRECT ANSWER,1038378,N,SE24.1206,201601079004440827,01/07/2016, ,07/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$28,000.00",07/27/2015,"$1,539,888.90",Support,DIRECT MAIL - POSTAGE,ADVANCED RESPONSE SYSTEMS,1038378,N,SE24.321,201601079004440823,01/07/2016, ,07/27/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$4,838.90",09/28/2015,"$2,987,554.92",Support,DIRECT MAIL - PRINTING,CP DIRECT,1040478,N,SE24.1148,201601189004515541,01/18/2016, ,09/28/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$5,134.43",09/28/2015,"$2,982,716.02",Support,DIRECT MAIL - PRINTING,COLORTREE GROUP INC.,1040478,N,SE24.1147,201601189004515539,01/18/2016, ,09/28/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$9,500.00",09/28/2015,"$2,997,054.92",Support,DIRECT MAIL - POSTAGE,DIRECTMAIL.COM,1040478,N,SE24.1144,201601189004515541,01/18/2016, ,09/28/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$24,536.11",09/28/2015,"$3,029,072.51",Support,DIRECT MAIL - PRINTING,WESTLAND PRINTERS,1040478,N,SE24.1167,201601189004515547,01/18/2016, ,09/28/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,200.00",08/31/2015,"$2,300,647.87",Support,DIRECT MAIL - POSTAGE,RST MARKETING,1039151,N,SE24.1112,201601129004472860,01/12/2016, ,08/31/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,685.00",08/31/2015,"$2,302,332.87",Support,FULFILLMENT ITEMS - YARD SIGNS,CAMPAIGN FUNDING DIRECT INC.,1039151,N,SE24.1127,201601129004472854,01/12/2016, ,08/31/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,250.00",08/31/2015,"$2,299,447.87",Support,GRAPHICS,FUND RAISING STRATEGIES INC.,1039151,N,SE24.1220,201601129004472858,01/12/2016, ,08/31/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$6,165.00",08/31/2015,"$2,308,497.87",Support,DIRECT MAIL - POSTAGE,INTERNATIONAL DATA MANAGEMENT INC.,1039151,N,SE24.1125,201601129004472858,01/12/2016, ,08/31/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$7,664.00",08/31/2015,"$2,297,197.87",Support,DIRECT MAIL - PRINTING,CP DIRECT,1039151,N,SE24.1121,201601129004472856,01/12/2016, ,08/31/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$17,228.00",08/31/2015,"$2,289,533.87",Support,FULFILLMENT ITEMS - BOOKLETS,CP DIRECT,1039151,N,SE24.1120,201601129004472854,01/12/2016, ,08/31/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$152,305.23",08/31/2015,"$2,460,803.10",Support,FULFILLMENT ITEMS - SIGNAGE & CLOTHING,DIRECT ANSWER,1039151,N,SE24.1219,201601129004472856,01/12/2016, ,08/31/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$26,221.90",09/28/2015,"$2,974,222.90",Support,AGENCY FEES - CONSULTING,CAMPAIGN FUNDING DIRECT INC.,1040478,N,SE24.1146,201601189004515537,01/18/2016, ,09/28/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$1,000.00",09/29/2015,"$3,030,072.51",Support,DIRECT MAIL - POSTAGE,POSTMASTER,1040479,N,SE24.1244,201601189004515549,01/18/2016, ,09/29/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P,IA,00,P, ,"$15,000.00",09/04/2015,"$146,076.61",Support,BILLBOARD,CLEAR CHANNEL OUTDOOR,1040462,N,SE24.1233,201601189004515437,01/18/2016, ,09/04/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$3,613.09",09/04/2015,"$2,543,565.19",Support,FULFILLMENT ITEMS - BOOKS,HARPER COLLINS PUBLISHERS,1040462,N,SE24.1234,201601189004515437,01/18/2016, ,09/04/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$18,005.00",09/04/2015,"$2,478,808.10",Support,FULFILLMENT ITEMS - BUTTONS,ADZIG,1040462,N,SE24.1231,201601189004515435,01/18/2016, ,09/04/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$61,144.00",09/04/2015,"$2,539,952.10",Support,DIRECT MAIL - PRINTING,BIEBER COMMUNICATIONS,1040462,N,SE24.1232,201601189004515435,01/18/2016, ,09/04/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$9,724.65",09/08/2015,"$2,553,289.84",Support,DIRECT MAIL - POSTAGE,SISK FULFILLMENT SERVICES,1040464,N,SE24.1130,201601189004515461,01/18/2016, ,09/08/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$13,200.00",09/08/2015,"$2,566,489.84",Support,DIRECT MAIL - POSTAGE,ZIP MAILING SERVICES INC.,1040464,N,SE24.1128,201601189004515461,01/18/2016, ,09/08/2015
 ,"CARSON, BEN",C00569905,The 2016 Committee,P, ,00,P, ,"$2,000.00",09/09/2015,"$2,568,489.84",Support,DIRECT MAIL - POSTAGE,POSTMASTER,1040466,N,SE24.1151,201601189004515469,01/18/2016, ,09/09/2015
